idx,time_utc,latitude,longitude,depth,n_picks,n_stations,n_P,n_S
543,2004-07-21T19:34:03.011904Z,-8.280640314366655,110.42099829351613,98.14453125,9,5,5,4
544,2004-07-21T22:20:38.159161Z,-10.250686474305603,110.10089085729248,85.44921875,13,10,9,4
545,2004-07-22T16:38:18.878834Z,-7.08890386006596,109.05199624121306,15.13671875,45,31,27,18
546,2004-07-22T17:22:41.023751Z,-8.712929911849754,110.93006700745364,93.26171875,10,7,5,5
547,2004-07-22T19:31:02.031409Z,-8.890480920133918,111.97440541628386,11.23046875,13,10,7,6
548,2004-07-23T17:57:30.154332Z,-8.976568302616649,111.32523102022293,4.39453125,9,6,5,4
549,2004-07-23T21:46:52.098364Z,-8.92940975524128,110.39538442938783,6.34765625,76,50,46,30
550,2004-07-23T21:52:48.040593Z,-8.26768606477025,109.63273638812188,104.00390625,9,5,4,5
551,2004-07-24T15:12:39.168725Z,-8.917208385108053,110.8920938661843,22.94921875,8,5,5,3
552,2004-07-24T16:19:52.999090Z,-8.784544334429423,109.7715993761108,28.80859375,17,12,9,8
553,2004-07-24T21:21:49.997882Z,-8.42270181671998,109.21272294650018,31.73828125,36,24,22,14
554,2004-07-24T23:53:53.387694Z,-8.965336353144552,110.19157051978698,54.19921875,31,19,15,16
555,2004-07-25T03:45:19.139272Z,-9.084972731865703,111.18532618061268,14.16015625,17,11,9,8
556,2004-07-25T04:20:16.885232Z,-8.976568302616649,111.32523102022293,31.73828125,27,16,14,13
557,2004-07-25T04:52:23.382922Z,-8.773174846000815,110.28085000956428,39.55078125,34,19,17,17
558,2004-07-25T14:00:27.471828Z,-8.279401795287194,111.5017114195405,118.65234375,19,11,9,10
559,2004-07-25T14:37:00.892482Z,-7.1865409062076395,109.67299141261803,59.08203125,22,19,18,4
560,2004-07-25T17:32:04.734914Z,-8.38877935383814,110.48456743728906,49.31640625,45,29,27,18
561,2004-07-25T20:11:22.617131Z,-8.016167242411694,110.86577895677523,137.20703125,18,11,8,10
562,2004-07-25T21:12:11.543554Z,-8.411409167557554,111.552915243264,124.51171875,73,48,40,33
563,2004-07-26T04:44:06.575235Z,-7.7879213544271035,110.179807921951,8.30078125,10,7,7,3
564,2004-07-26T07:21:48.863111Z,-9.072959506643198,111.18530348941933,5.37109375,13,9,5,8
565,2004-07-26T08:21:57.589333Z,-8.351778239622254,109.63255088378958,62.01171875,35,21,19,16
566,2004-07-26T19:18:10.327944Z,-8.773195448890885,110.3190432863365,0.48828125,63,48,40,23
567,2004-07-26T21:31:31.384196Z,-8.749178559403035,110.66277426320839,31.73828125,31,18,17,14
568,2004-07-26T22:14:07.507875Z,-9.722200922407389,110.19089588790959,125.48828125,13,9,9,4
569,2004-07-26T22:38:36.196242Z,-8.70108192565444,110.26816417714201,93.26171875,11,6,6,5
570,2004-07-26T23:36:50.199920Z,-8.653046564171717,110.30637517393704,62.98828125,30,18,15,15
571,2004-07-27T11:08:05.314644Z,-7.643270328253318,111.22090810940531,0.48828125,12,6,6,6
572,2004-07-27T13:17:40.345168Z,-8.893382917368967,110.49727735125897,79.58984375,10,5,5,5
573,2004-07-29T10:22:35.724504Z,-8.280617241090715,110.3447091787532,124.51171875,34,21,19,15
574,2004-07-29T11:02:56.964496Z,-8.328637460326503,110.26839174131605,21.97265625,20,11,11,9
575,2004-07-29T12:57:15.866005Z,-8.929396645537311,110.35717489081689,17.08984375,61,41,33,28
576,2004-07-29T17:08:15.164910Z,-8.737139517274,110.2936013083644,42.48046875,15,9,8,7
577,2004-07-29T21:29:57.262390Z,-8.785041601981547,110.90468655344694,94.23828125,38,22,21,17
578,2004-07-29T22:50:24.676140Z,-8.004117542642033,110.90388598163075,122.55859375,49,30,27,22
579,2004-07-30T02:05:48.240072Z,-8.316637235158128,110.2938307962258,26.85546875,23,12,11,12
580,2004-07-30T10:42:56.443147Z,-8.303859563933443,111.3110616120626,136.23046875,16,11,6,10
581,2004-07-30T13:55:34.261494Z,-7.992271007879869,110.64976150305013,12.20703125,12,6,6,6
582,2004-07-30T14:10:56.518739Z,-8.398882186868395,111.73090948951317,124.51171875,25,14,12,13
583,2004-07-30T15:30:17.462951Z,-7.88396036163702,110.91647179696513,119.62890625,21,13,8,13
584,2004-07-30T18:39:38.329629Z,-8.340644160857108,110.25566786054137,27.83203125,24,14,12,12
585,2004-07-31T00:59:41.567200Z,-9.10962479508923,110.59921643781756,12.20703125,15,10,6,9
586,2004-07-31T13:36:41.401945Z,-8.229813336551064,109.01000072285916,125.48828125,46,29,26,20
587,2004-07-31T14:13:00.774433Z,-8.495877667838466,111.40050236315396,16.11328125,20,13,9,11
588,2004-07-31T14:36:14.472964Z,-8.076026524970642,111.05645214428479,140.13671875,15,10,6,9
589,2004-07-31T18:55:48.271397Z,-8.436311816330832,111.14598828195477,20.01953125,10,5,5,5
590,2004-07-31T21:09:55.440922Z,-8.832646243646646,109.79696923790259,62.98828125,22,14,12,10
591,2004-08-01T00:23:48.371095Z,-8.92942548692843,110.49727672724899,62.01171875,15,9,7,8
592,2004-08-01T05:58:12.587725Z,-8.844397748441315,111.33766818720304,11.23046875,29,18,14,15
593,2004-08-01T07:34:43.100628Z,-8.266385361935885,111.84489861627397,168.45703125,8,5,4,4
594,2004-08-01T13:19:15.233490Z,-7.642964650090393,111.38592998858192,4.39453125,29,19,15,14
595,2004-08-01T13:21:16.426989Z,-7.618963272568251,111.37318770762873,1.46484375,8,4,4,4
596,2004-08-01T14:01:00.327446Z,-7.631002179747009,111.36051852552232,1.46484375,13,8,8,5
597,2004-08-01T14:17:00.390888Z,-7.643015781649571,111.36054246000253,0.48828125,39,26,25,14
598,2004-08-01T14:20:58.954401Z,-7.631027146143151,111.34782505074772,0.48828125,20,12,11,9
599,2004-08-01T20:33:08.748938Z,-8.689042197146696,110.77730290570679,101.07421875,21,12,12,9
600,2004-08-02T01:12:55.224380Z,-9.130201072032584,112.0900286250476,216.30859375,19,16,16,3
601,2004-08-02T01:56:44.330799Z,-9.313839585132728,110.34426789859468,88.37890625,12,9,8,4
602,2004-08-02T07:29:44.532191Z,-7.126622119245331,109.76185519653659,0.48828125,9,5,5,4
603,2004-08-02T10:32:31.624760Z,-9.061580975788448,110.49727441673268,237.79296875,13,10,9,4
604,2004-08-02T14:07:53.802145Z,-9.145618534912828,110.29336711024686,23.92578125,11,7,5,6
605,2004-08-02T16:20:51.238409Z,-8.700956787300534,110.89186820762167,55.17578125,22,12,11,11
606,2004-08-02T17:34:06.993215Z,-6.6704727510264075,110.90269598146503,8.30078125,8,5,5,3
607,2004-08-02T18:47:41.854102Z,-8.361427759296959,112.12491600081165,195.80078125,17,13,10,7
608,2004-08-03T02:51:39.500423Z,-8.519719865812132,111.4768840491329,90.33203125,21,13,10,11
609,2004-08-03T04:00:26.926510Z,-8.292449351974554,110.09040246279163,75.68359375,53,30,26,27
610,2004-08-03T04:38:48.153206Z,-8.350835178297734,109.2765310431964,62.01171875,36,21,20,16
611,2004-08-03T16:30:29.357750Z,-8.688598466761393,111.14641150976145,59.08203125,56,43,37,19
612,2004-08-03T16:50:56.016363Z,-8.688901933457213,110.93003981947815,51.26953125,17,9,9,8
613,2004-08-03T17:54:47.912467Z,-8.55693834179541,110.6881412534977,19.04296875,73,45,41,32
614,2004-08-04T02:31:56.468250Z,-8.532882082506857,110.73902177387703,34.66796875,16,8,8,8
615,2004-08-04T03:06:11.364296Z,-8.653091006853922,110.43364590506168,34.66796875,13,9,7,6
616,2004-08-04T07:46:09.314430Z,-8.917258132453918,110.16613959441355,16.11328125,14,9,7,7
617,2004-08-04T11:58:24.060734Z,-6.946982971535197,110.43392900205656,0.48828125,10,6,6,4
618,2004-08-04T15:10:40.082335Z,-8.90519447292172,110.11520882152882,20.01953125,25,17,11,14
619,2004-08-04T16:48:56.243769Z,-8.796481440426735,111.27390681002804,65.91796875,8,4,4,4
620,2004-08-04T19:02:33.315427Z,-7.511338126076122,109.9388874029071,54.19921875,9,5,4,5
621,2004-08-04T19:29:29.602502Z,-8.94124931336433,110.12790737576896,22.94921875,9,6,5,4
622,2004-08-04T20:08:18.362083Z,-8.84512479584774,110.11527199323218,73.73046875,9,6,6,3
623,2004-08-04T20:28:29.321018Z,-8.929222289527946,110.11518342830513,30.76171875,10,6,6,4
624,2004-08-04T21:38:16.925011Z,-9.03746872619009,110.75208045907621,63.96484375,9,6,4,5
625,2004-08-05T05:24:33.147371Z,-8.352693301247845,110.31924584216138,36.62109375,21,11,11,10
626,2004-08-05T20:21:19.082734Z,-8.40079427749022,110.49728561682217,46.38671875,15,8,8,7
627,2004-08-06T00:30:12.819333Z,-8.76058975198917,111.1974543062121,62.01171875,36,20,19,17
628,2004-08-06T06:39:09.225172Z,-8.881316559889797,110.30625472090618,0.48828125,121,85,80,41
629,2004-08-06T10:01:07.035939Z,-8.89329152604812,110.24257233187745,27.83203125,17,10,10,7
630,2004-08-06T12:09:27.110071Z,-8.400184350190939,111.1968003890603,124.51171875,32,17,16,16
631,2004-08-06T12:34:55.688587Z,-9.562357474831504,112.13025047855557,198.73046875,24,19,17,7
632,2004-08-06T14:15:20.622783Z,-8.316253034322195,111.09493014903138,8.30078125,8,5,3,5
633,2004-08-06T15:46:29.542467Z,-6.956456770019437,112.05625616416417,1.46484375,13,8,6,7
634,2004-08-06T19:19:59.656903Z,-8.881012349168032,111.01940057197862,16.11328125,12,8,8,4
635,2004-08-07T22:46:20.324284Z,-8.964840123798739,111.18510067572488,5.37109375,32,18,17,15
636,2004-08-08T02:22:32.711897Z,-6.680001427249201,112.1186858492987,248.53515625,23,20,17,6
637,2004-08-08T07:23:17.575335Z,-8.267629891928538,111.39997950009388,98.14453125,10,6,6,4
638,2004-08-08T12:35:04.737127Z,-8.916876747967276,111.13407027426175,31.73828125,16,10,9,7
639,2004-08-09T13:25:00.634206Z,-9.755921602962829,109.20793877362772,125.48828125,26,20,17,9
640,2004-08-09T16:59:24.000687Z,-8.821278147042918,110.38268332898173,31.73828125,11,6,6,5
641,2004-08-09T18:54:11.302547Z,-7.2947119113091015,109.69816130412529,16.11328125,10,5,5,5
642,2004-08-09T21:48:27.042474Z,-8.364680782803067,110.26837016973828,33.69140625,8,4,4,4
643,2004-08-10T17:10:23.849446Z,-8.472824856695999,110.71354307253617,15.13671875,9,5,4,5
644,2004-08-10T19:16:02.699038Z,-7.222957710075419,109.91388729578267,0.48828125,8,4,4,4
645,2004-08-10T19:16:52.914038Z,-7.222957710075419,109.91388729578267,0.48828125,8,4,4,4
646,2004-08-10T19:19:21.752788Z,-7.222957710075419,109.91388729578267,0.48828125,8,4,4,4
647,2004-08-10T19:21:43.826538Z,-7.222957710075419,109.91388729578267,0.48828125,8,4,4,4
648,2004-08-10T21:57:43.892456Z,-8.773174846000815,110.28085000956428,137.20703125,12,6,6,6
649,2004-08-11T05:06:28.220414Z,-8.974023123785784,108.90521243740577,156.73828125,22,16,13,9
650,2004-08-11T12:50:33.324393Z,-8.411375035428504,111.56563218236623,122.55859375,70,52,36,34
651,2004-08-11T16:21:13.932731Z,-8.82067995970603,111.18483419255277,31.73828125,10,6,6,4
652,2004-08-12T02:29:49.282399Z,-8.290364951335574,109.14959842599681,93.26171875,8,5,4,4
653,2004-08-12T03:30:23.667536Z,-8.640283791431479,111.28631250838782,68.84765625,10,5,5,5
654,2004-08-12T08:20:34.801724Z,-7.270728365276673,109.723570775668,7.32421875,8,4,4,4
655,2004-08-12T15:46:45.823461Z,-9.097610747164921,110.59921324766533,3.41796875,39,29,26,13
656,2004-08-12T18:01:08.878486Z,-8.737158751958143,110.33179093947543,40.52734375,16,10,9,7
657,2004-08-12T19:28:15.981710Z,-8.893348971838334,110.662836007839,0.48828125,24,16,12,12
658,2004-08-12T22:59:39.819489Z,-8.857311673308088,110.35720353474146,26.85546875,18,12,11,7
659,2004-08-13T02:46:58.184558Z,-8.952895169220605,109.86042121221585,40.52734375,19,12,10,9
660,2004-08-13T02:56:38.399790Z,-8.86877903768646,109.84783462946032,10.25390625,30,21,12,18
661,2004-08-13T16:17:10.753701Z,-7.655459288240603,111.10667541033646,31.73828125,8,5,5,3
662,2004-08-13T16:39:50.267576Z,-7.328567293943172,108.88637070373055,138.18359375,8,5,4,4
663,2004-08-13T21:56:43.945911Z,-7.1622666381449935,109.54623554843427,16.11328125,11,7,5,6
664,2004-08-13T22:13:39.635584Z,-9.049002127451212,111.14703860567423,0.48828125,16,12,8,8
665,2004-08-14T08:08:27.343210Z,-8.916876747967276,111.13407027426175,20.01953125,13,7,6,7
666,2004-08-14T12:03:46.620684Z,-9.238114508462965,112.12873675705079,0.48828125,21,14,10,11
667,2004-08-14T19:13:53.932767Z,-8.424165866498058,111.22228021301119,106.93359375,8,4,4,4
668,2004-08-14T19:41:48.974445Z,-8.711822260848207,111.5155571654933,69.82421875,11,7,5,6
669,2004-08-14T19:45:50.576166Z,-8.725075353483243,110.217231515077,38.57421875,29,17,14,15
670,2004-08-15T10:40:53.942017Z,-6.742682018220849,110.71270368085575,3.41796875,18,10,10,8
671,2004-08-15T16:43:50.234369Z,-8.460058787027359,109.70862559959383,47.36328125,32,19,17,15
672,2004-08-15T17:31:33.838114Z,-8.857220658609393,110.80289388486223,76.66015625,29,18,15,14
673,2004-08-15T17:38:14.960959Z,-8.697696161276719,108.88095525367272,31.73828125,42,33,30,12
674,2004-08-15T21:27:01.066229Z,-8.568849594591057,110.84083698206493,66.89453125,16,8,8,8
675,2004-08-16T10:44:54.786138Z,-8.075446817272093,109.6204462232142,88.37890625,29,19,14,15
676,2004-08-16T12:01:33.832916Z,-7.354613187591705,109.6092550983277,0.48828125,8,4,4,4
677,2004-08-16T15:25:53.060935Z,-9.217733718488251,110.3570578965274,62.98828125,14,10,6,8
678,2004-08-16T17:19:20.125813Z,-7.283108521368476,109.97723038968338,14.16015625,16,9,9,7
679,2004-08-17T23:02:45.358688Z,-8.988794121008706,111.22335849254561,25.87890625,13,8,7,6
680,2004-08-18T09:04:16.433485Z,-8.905286859307534,110.21709268990892,31.73828125,39,23,20,19
681,2004-08-18T12:18:40.962974Z,-9.529972749012904,110.17831471775376,39.55078125,10,6,6,4
682,2004-08-18T14:18:08.541774Z,-8.592928407048092,110.23005639201133,62.98828125,21,11,11,10
683,2004-08-18T15:36:42.194963Z,-8.87962840983343,111.64333956023634,55.17578125,36,23,22,14
684,2004-08-18T17:26:16.119707Z,-8.471880709085516,111.38772708518462,124.51171875,17,11,10,7
685,2004-08-18T18:28:16.876212Z,-8.30336274280398,111.5271992612959,124.51171875,30,18,15,15
686,2004-08-19T06:33:31.194509Z,-8.568097819459418,109.67023349758105,40.52734375,89,61,57,32
687,2004-08-19T07:05:08.677170Z,-8.460032726328919,109.69590614874305,63.96484375,9,6,5,4
688,2004-08-19T11:45:01.255866Z,-8.292631773522938,110.34470435644391,56.15234375,27,14,14,13
689,2004-08-19T13:06:49.922106Z,-8.266031455241906,109.06070625564928,72.75390625,20,12,10,10
690,2004-08-19T14:44:31.077263Z,-7.174776962949685,109.82518194305462,36.62109375,16,12,7,9
691,2004-08-19T15:50:34.251034Z,-8.580165074236405,109.69565403758075,62.98828125,19,12,10,9
692,2004-08-19T17:00:07.022695Z,-7.784953968236481,108.88467161192156,203.61328125,39,28,28,11
693,2004-08-19T18:07:52.127299Z,-8.86871003858856,111.19765604460696,27.83203125,16,9,7,9
694,2004-08-19T19:21:01.379543Z,-8.316615280027632,110.2556829850395,30.76171875,35,21,18,17
695,2004-08-19T20:17:04.365821Z,-8.266031455241906,109.06070625564928,70.80078125,8,5,4,4
696,2004-08-19T21:35:24.578259Z,-9.037546140002906,110.57371674812508,62.98828125,15,9,8,7
697,2004-08-20T06:20:29.470806Z,-8.520889003796391,110.70084657796976,35.64453125,10,5,5,5
698,2004-08-20T15:53:21.974517Z,-8.289721123909136,112.03564726200636,0.48828125,27,18,13,14
699,2004-08-20T17:12:10.172447Z,-8.280211249925589,109.91241374423744,92.28515625,15,10,10,5
700,2004-08-20T18:30:31.013125Z,-8.773174846000815,110.28085000956428,35.64453125,26,13,13,13
701,2004-08-20T18:45:22.088990Z,-8.881079274035383,110.96846296445268,29.78515625,34,18,18,16
702,2004-08-20T21:51:19.748220Z,-8.31669252998891,110.49728697923928,91.30859375,35,22,18,17
703,2004-08-20T22:43:03.412140Z,-8.87981740388308,109.42761258686294,31.73828125,15,10,9,6
704,2004-08-21T02:24:06.270459Z,-8.736864255309424,110.00081861763229,32.71484375,10,5,5,5
705,2004-08-21T10:18:25.335784Z,-8.088074258493936,109.97623792056108,100.09765625,18,10,8,10
706,2004-08-21T13:47:21.539859Z,-8.279699254537459,111.37457999354758,1.46484375,32,20,20,12
707,2004-08-21T16:23:45.810601Z,-8.26621163745781,109.11154825661637,141.11328125,30,20,20,10
708,2004-08-21T18:33:53.689586Z,-7.643291230067965,111.20821384839842,0.48828125,13,10,9,4
709,2004-08-21T18:36:31.362661Z,-7.49921933668012,109.86276095812946,31.73828125,8,5,4,4
710,2004-08-21T19:48:31.005158Z,-8.653064341198922,110.6627336824962,96.19140625,14,8,6,8
711,2004-08-21T20:26:09.017873Z,-9.325889083277426,110.51002031048199,62.98828125,12,9,5,7
712,2004-08-21T20:43:39.631840Z,-9.073570635311592,110.63743157132133,8.30078125,19,13,8,11
713,2004-08-21T23:22:29.767091Z,-7.990325064022725,111.78046917622126,174.31640625,36,31,26,10
714,2004-08-22T15:24:49.824780Z,-8.43491736482276,111.73102297612867,116.69921875,11,6,5,6
715,2004-08-22T17:18:22.941144Z,-8.833302737143553,110.42087904022681,22.94921875,36,23,18,18
716,2004-08-22T21:46:09.556281Z,-8.004303317857492,110.42105493135469,20.99609375,30,16,16,14
717,2004-08-22T23:57:27.691625Z,-7.979496001578093,109.69687781792175,168.45703125,14,10,7,7
718,2004-08-23T12:12:47.750076Z,-8.483950565592734,109.64497547717662,54.19921875,16,11,9,7
719,2004-08-23T13:24:18.114764Z,-8.49599149751986,111.34962075571485,89.35546875,14,7,7,7
720,2004-08-23T18:14:42.905838Z,-8.254458396268802,109.18785314832859,65.91796875,13,9,6,7
721,2004-08-24T07:08:28.761645Z,-8.28063059929004,110.3828537086378,122.55859375,102,78,76,26
722,2004-08-24T12:31:29.577256Z,-9.073492463860312,110.7775881121035,13.18359375,31,21,21,10
723,2004-08-25T00:41:35.257750Z,-8.279304669593733,111.53984989225972,124.51171875,8,5,4,4
724,2004-08-25T12:52:49.097287Z,-8.881349154926719,110.38266370726203,25.87890625,20,15,10,10
725,2004-08-25T20:14:25.573777Z,-8.217310900226886,108.88296430122533,135.25390625,10,6,6,4
726,2004-08-25T20:24:27.543515Z,-8.785189029128995,110.72644715823512,62.98828125,11,6,5,6
727,2004-08-25T20:36:04.617732Z,-8.639644852916799,111.55353796573439,78.61328125,12,7,6,6
728,2004-08-25T22:57:29.254141Z,-8.280586881680374,110.2811351316547,30.76171875,14,7,7,7
729,2004-08-26T09:32:29.609440Z,-8.821122335599146,110.86652779195897,29.78515625,14,8,7,7
730,2004-08-26T17:30:07.502911Z,-7.8120399884086,110.67509861734266,44.43359375,10,5,5,5
731,2004-08-26T18:01:30.324461Z,-9.361249941758414,111.19860770447659,146.97265625,61,50,47,14
732,2004-08-26T22:57:40.054073Z,-9.252711235909896,111.38959555438804,66.89453125,17,10,7,10
733,2004-08-27T05:46:35.411181Z,-8.881079274035383,110.96846296445268,28.80859375,29,15,15,14
734,2004-08-27T18:02:08.104739Z,-7.88103409436861,108.88430043753073,172.36328125,24,21,19,5
735,2004-08-27T18:21:02.129003Z,-7.450643491752049,111.43629259250945,24.90234375,9,5,5,4
736,2004-08-27T19:37:55.760457Z,-6.730612837455206,110.19323301971036,1.46484375,8,5,4,4
737,2004-08-28T03:47:46.951396Z,-8.640148559775533,111.34993943037288,20.01953125,36,21,19,17
738,2004-08-28T05:01:54.656680Z,-8.280648815074276,110.49728755878849,83.49609375,12,7,5,7
739,2004-08-28T07:11:23.918004Z,-8.568483331429249,111.13348486512216,72.75390625,20,10,10,10
740,2004-08-28T18:59:52.432549Z,-8.78505492613137,110.89195527957641,39.55078125,20,10,10,10
741,2004-08-28T20:03:08.024919Z,-8.28036425167326,110.98044743880833,101.07421875,16,9,9,7
742,2004-08-28T21:31:43.268947Z,-9.034754191808489,111.93677701768036,70.80078125,8,5,4,4
743,2004-08-28T21:34:47.454477Z,-8.280586881680374,110.2811351316547,116.69921875,64,43,41,23
744,2004-08-29T10:35:30.386163Z,-8.809224699727674,110.29356078786051,1.46484375,36,22,21,15
745,2004-08-29T14:51:31.776443Z,-8.409466471075964,112.12511512953986,187.01171875,10,7,6,4
746,2004-08-29T15:24:10.489680Z,-9.145666891353251,110.40806396539558,3.41796875,39,28,23,16
747,2004-08-29T15:49:54.190409Z,-9.133645265667042,110.38257978204834,6.34765625,14,10,7,7
748,2004-08-29T15:50:55.075498Z,-9.061565007525253,110.39534515072774,0.48828125,24,15,14,10
749,2004-08-29T16:26:14.932307Z,-9.238114508462965,112.12873675705079,2.44140625,8,5,3,5
750,2004-08-29T17:17:39.548115Z,-9.145659279663036,110.38257572451788,1.46484375,28,19,16,12
751,2004-08-30T02:35:09.596085Z,-8.737164308657826,110.66276916515777,93.26171875,11,7,5,6
752,2004-08-30T13:41:11.649239Z,-7.27036110458919,109.53332554571418,4.39453125,12,6,6,6
753,2004-08-30T15:06:29.051498Z,-7.499237643545594,109.87545120548384,15.13671875,9,5,4,5
754,2004-08-30T18:48:35.868258Z,-7.282374520097453,109.5332997366725,2.44140625,8,4,4,4
755,2004-08-30T21:20:07.945682Z,-7.941083941410535,108.8840660685609,201.66015625,22,17,16,6
756,2004-08-30T21:42:12.230741Z,-8.91701725487532,111.04492218333674,5.37109375,78,53,46,32
757,2004-08-31T00:27:45.416422Z,-5.709379733295458,110.49732224465023,23.92578125,9,5,5,4
758,2004-08-31T14:07:12.245379Z,-8.881286138035383,110.25531558895594,20.01953125,34,19,17,17
759,2004-08-31T14:29:50.203859Z,-7.0411252322033935,111.86642359472478,5.37109375,42,29,23,19
760,2004-08-31T15:09:04.546508Z,-8.821040763017594,110.94292276157908,31.73828125,10,5,5,5
761,2004-08-31T18:31:28.729901Z,-7.800057568988037,110.54809473180423,21.97265625,10,5,5,5
762,2004-09-01T04:35:06.230143Z,-8.988581203391611,111.32525807390822,21.97265625,15,9,8,7
763,2004-09-01T19:40:49.754561Z,-8.69994174525376,109.54267226267017,20.01953125,31,20,18,13
764,2004-09-01T19:42:43.448417Z,-7.115129023239547,110.24370181998316,248.53515625,47,38,38,9
765,2004-09-01T23:32:36.488459Z,-7.401630337985345,109.19052586027664,243.65234375,31,24,24,7
766,2004-09-02T01:01:52.528018Z,-7.499237643545594,109.87545120548384,16.11328125,8,5,5,3
767,2004-09-02T02:26:52.687912Z,-8.737191237362834,110.57365970739079,30.76171875,9,5,4,5
768,2004-09-02T06:10:32.573451Z,-9.048979538589021,111.15977850440797,8.30078125,17,10,8,9
769,2004-09-02T20:48:13.515822Z,-8.374355156078158,111.88340929940519,116.69921875,21,14,9,12
770,2004-09-03T00:45:04.673894Z,-8.544203165797406,109.73389684741174,39.55078125,51,36,35,16
771,2004-09-03T02:07:55.670778Z,-8.640522568441808,111.15905576534102,102.05078125,26,13,13,13
772,2004-09-03T06:19:19.042260Z,-8.471965215370036,109.65772181623103,60.05859375,11,6,5,6
773,2004-09-03T09:51:03.380249Z,-8.364748261316297,110.45913342168059,86.42578125,9,5,4,5
774,2004-09-03T13:12:28.212480Z,-9.527951015659522,111.734705759863,154.78515625,13,10,4,9
775,2004-09-03T17:18:50.367503Z,-8.915890249125047,111.56704885033399,0.48828125,10,5,5,5
776,2004-09-03T21:01:52.359320Z,-8.749130619669254,110.25540382043754,31.73828125,19,10,10,9
777,2004-09-03T22:27:49.363994Z,-9.060922323908198,111.1980210487997,13.18359375,25,15,12,13
778,2004-09-04T01:36:25.316566Z,-9.060992842411927,111.15980028730337,14.16015625,19,13,8,11
779,2004-09-04T07:17:29.845714Z,-6.718651323414578,110.71269340150579,3.41796875,25,16,14,11
780,2004-09-04T10:01:48.385347Z,-8.266469802310082,109.18781335674163,62.98828125,8,5,3,5
781,2004-09-04T10:43:42.181257Z,-8.664482308626146,111.19727714120972,93.26171875,28,15,15,13
782,2004-09-04T17:29:01.346913Z,-7.726249705090645,111.71618838823275,101.07421875,19,13,13,6
783,2004-09-04T18:38:21.074082Z,-8.376722239664154,110.31923454526407,31.73828125,19,11,9,10
784,2004-09-04T18:50:45.240059Z,-7.2685156880041815,108.88658641637737,156.73828125,10,6,5,5
785,2004-09-04T20:12:27.500590Z,-9.11802296762928,108.87910005246538,248.53515625,20,17,16,4
786,2004-09-04T21:39:53.495303Z,-8.91689812921502,111.12133492380296,24.90234375,26,13,13,13
787,2004-09-04T21:58:21.673421Z,-8.91689812921502,111.12133492380296,22.94921875,24,14,12,12
788,2004-09-04T23:14:42.143132Z,-7.775790832373181,110.05282813144233,15.13671875,10,5,5,5
789,2004-09-05T04:32:18.228208Z,-9.240698711391392,111.38956550989272,2.44140625,32,24,24,8
790,2004-09-05T12:19:05.651912Z,-8.255929114855,109.75989086666435,79.58984375,11,7,7,4
791,2004-09-05T14:57:45.221272Z,-6.730655184248457,110.73803822265997,1.46484375,24,14,13,11
792,2004-09-05T20:59:37.634377Z,-8.975307640766866,111.77099112640708,0.48828125,10,6,5,5
793,2004-09-05T23:32:07.605447Z,-7.595034762931563,111.32236958345065,4.39453125,9,5,4,5
794,2004-09-06T03:27:07.030372Z,-7.739945761781169,110.6877674124687,41.50390625,10,5,5,5
795,2004-09-06T05:14:45.176566Z,-8.6170479378114,110.57363745187345,72.75390625,10,6,4,6
796,2004-09-06T14:03:47.903497Z,-8.519486570218339,111.56592854869648,124.51171875,94,60,54,40
797,2004-09-06T15:26:05.977939Z,-8.55658640153706,109.95016411009966,23.92578125,9,5,5,4
798,2004-09-06T16:50:38.893158Z,-8.266469802310082,109.18781335674163,62.98828125,11,8,4,7
799,2004-09-06T16:52:45.903810Z,-8.544959090188915,110.58634774403046,23.92578125,13,7,7,6
800,2004-09-06T16:57:59.547990Z,-8.26621163745781,109.11154825661637,62.98828125,16,13,9,7
801,2004-09-06T17:33:34.168097Z,-8.242320091607409,109.14976232483072,62.98828125,11,7,5,6
802,2004-09-06T18:33:14.344337Z,-7.641462308367023,109.06288830812828,193.84765625,31,18,15,16
803,2004-09-06T20:53:25.174518Z,-8.25543882680216,111.47622663919933,11.23046875,19,10,9,10
804,2004-09-06T23:16:00.525725Z,-8.194275113851408,109.14992523830445,66.89453125,18,10,9,9
805,2004-09-07T02:24:26.998131Z,-8.364074743740966,109.7724036808629,71.77734375,10,5,5,5
806,2004-09-07T11:55:49.591898Z,-8.267324791561055,111.52710611858024,0.48828125,17,9,8,9
807,2004-09-07T14:44:41.543104Z,-8.280555308090424,110.2302760927234,85.44921875,18,11,11,7
808,2004-09-07T14:57:07.975189Z,-8.508789333944542,110.82806216016432,7.32421875,42,27,21,21
809,2004-09-07T15:08:54.864040Z,-8.254458396268802,109.18785314832859,70.80078125,40,24,21,19
810,2004-09-07T15:25:58.261183Z,-8.821178444454413,110.20442519623943,62.98828125,21,12,11,10
811,2004-09-07T16:50:01.607236Z,-8.91689812921502,111.12133492380296,20.99609375,23,12,12,11
812,2004-09-07T17:14:37.411702Z,-8.484676593335276,110.91709069831165,21.97265625,13,8,7,6
813,2004-09-07T17:30:50.045762Z,-8.304608542364806,110.26840606879482,38.57421875,26,15,14,12
814,2004-09-07T17:31:33.713483Z,-8.53194575067111,109.61942525562846,62.01171875,26,16,16,10
815,2004-09-07T18:23:54.863590Z,-9.097293217910618,110.01306727654274,4.39453125,18,13,11,7
